Tm,Player,Pos,G,,GS,,MP,,FG,,FGA,,FGPercent,,3P,,3PA,,2P,,2PA,,2PPercent,,eFGPercent,,FT,,FTA,,FTPercent,,ORB,,DRB,,TRB,,AST,,STL,,BLK,,TOV,,PF,,PTS, 
MIN,Anthony Bennett,PF,57,0.432885276,3,-0.697962306,15.7,-0.42295592,2.2,-0.372347965,5.2,-0.355964872,0.421,-0.049476132,0.1,-0.810705069,0.4,-0.840956263,2.1,-0.113202539,4.8,-0.009106812,0.431,-0.254377662,0.433,-0.370487288,0.7,-0.49793338,1.1,-0.438209043,0.641,-0.26274775,0.9,0.056878377,2.9,0.240308877,3.8,0.192840613,0.8,-0.570691838,0.5,-0.310290974,0.3,-0.132751899,0.6,-0.688677119,1.5,-0.255477804,5.2,-0.487873896
HOU,Patrick Beverley,PG,56,0.393674435,55,1.307250287,30.8,1.23105967,3.6,0.342541303,9.5,0.664572271,0.383,-0.418800375,2.1,2.238220407,5.8,2.248496812,1.6,-0.399952938,3.7,-0.324149701,0.426,-0.300570091,0.492,0.199284334,0.8,-0.416343994,1.1,-0.438209043,0.75,0.267191355,1.2,0.433432512,3,0.30045539,4.2,0.364283752,3.4,0.892208367,1.1,1.087628917,0.4,0.102089096,1.5,0.470793927,3.3,2.196355864,10.1,0.432450729
SAC,Sim Bhullar,C,3,-1.684500142,0,-0.813647648,1,-2.033156528,0.3,-1.342554829,0.7,-1.423968859,0.5,0.718329532,0,-0.963151343,0,-1.069804639,0.3,-1.145503976,0.7,-1.183357581,0.5,0.383077858,0.5,0.276541503,0,-1.069059083,0,-1.158267545,0,-3.379178627,0,-1.072784028,0.3,-1.32350045,0.3,-1.307286857,0.3,-0.852018801,0,-1.475224218,0.3,-0.132751899,0,-1.461657817,0,-2.298672528,0.7,-1.33306998
CHO,Bismack Biyombo,C,64,0.707361164,21,-0.003850255,19.4,-0.017667332,1.6,-0.67872908,2.9,-0.901833577,0.543,1.136249071,0,-0.963151343,0,-1.069804639,1.6,-0.399952938,2.9,-0.553271802,0.543,0.780332748,0.543,0.691798787,1.6,0.236371094,2.7,0.609148779,0.583,-0.544733695,2.5,2.065167096,3.9,0.841774003,6.4,1.307221019,0.3,-0.852018801,0.3,-0.776264272,1.5,2.685340047,0.8,-0.431016887,2.2,0.698013067,4.8,-0.563002437
TOT,Tarik Black,C,63,0.668150323,39,0.690261797,19,-0.061482314,2.5,-0.219157408,4.3,-0.56956567,0.575,1.44725896,0,-0.963151343,0,-1.069804639,2.5,0.116197781,4.3,-0.152308125,0.577,1.094441265,0.575,1.000827463,1,-0.253165222,1.9,0.085469868,0.551,-0.700312147,2.3,1.814131006,3.6,0.661334466,5.8,1.05005631,0.7,-0.626957231,0.3,-0.776264272,0.4,0.102089096,0.8,-0.431016887,2.5,1.106652012,6,-0.337616814
HOU,Tarik Black,C,25,-0.821861638,12,-0.35090628,15.7,-0.42295592,1.8,-0.576602042,3.3,-0.806899889,0.542,1.126530012,0,-0.963151343,0,-1.069804639,1.8,-0.285252778,3.3,-0.438710752,0.549,0.835763663,0.542,0.68214164,0.6,-0.579522766,1.2,-0.372749179,0.517,-0.865614253,2.3,1.814131006,2.8,0.180162365,5.1,0.750030816,0.3,-0.852018801,0.2,-1.00925092,0.1,-0.60243389,0.8,-0.431016887,2.2,0.698013067,4.2,-0.675695248
LAL,Tarik Black,C,38,-0.312120704,27,0.227520429,21.1,0.168546344,2.9,-0.014903331,5,-0.403431716,0.589,1.583325787,0,-0.963151343,0,-1.069804639,2.9,0.3455981,5,0.048173714,0.589,1.205303095,0.589,1.136027509,1.3,-0.008397064,2.3,0.347309324,0.562,-0.646832054,2.2,1.688612961,4.1,0.962067029,6.3,1.264360234,0.9,-0.514426446,0.3,-0.776264272,0.6,0.571771087,0.8,-0.431016887,2.7,1.379077975,7.2,-0.112231192
WAS,DeJuan Blair,PF,29,-0.665018274,0,-0.813647648,6.2,-1.463561755,0.9,-1.036173714,2,-1.115434374,0.456,0.290690935,0,-0.963151343,0,-1.069804639,0.9,-0.801403497,2,-0.811034166,0.456,-0.023415517,0.456,-0.148372927,0.1,-0.987469697,0.2,-1.027347817,0.667,-0.136340257,0.6,-0.319675758,1.4,-0.661888811,1.9,-0.6215143,0.1,-0.964549585,0.2,-1.00925092,0,-0.837274886,0.4,-0.946337352,1.4,-0.391690786,1.9,-1.107684358
POR,Steve Blake,PG,81,1.373945462,0,-0.813647648,18.9,-0.07243606,1.5,-0.729792599,4,-0.640765935,0.373,-0.515990965,1,0.561311395,2.7,0.474921898,0.6,-0.973453737,1.3,-1.011516005,0.417,-0.383716463,0.491,0.189627187,0.4,-0.742701539,0.5,-0.830968226,0.707,0.058132809,0.2,-0.821747938,1.5,-0.601742299,1.7,-0.707235869,3.6,1.004739152,0.5,-0.310290974,0.1,-0.60243389,1.3,0.213133695,1.5,-0.255477804,4.3,-0.656913113
PHO,Eric Bledsoe,PG,81,1.373945462,81,2.309856583,34.6,1.647302004,5.8,1.465938724,12.9,1.471508617,0.447,0.203219403,1.1,0.713757669,3.4,0.875406556,4.7,1.377899538,9.6,1.365625797,0.491,0.299931486,0.489,0.170312895,4.4,2.520873903,5.4,2.376565103,0.8,0.510282687,0.9,0.056878377,4.3,1.082360054,5.2,0.792891601,6.1,2.411373964,1.6,2.252562161,0.6,0.571771087,3.4,2.918566137,2.3,0.834226049,17,1.728418058
LAL,Vander Blue,SG,2,-1.723710983,1,-0.775085867,37,1.9101919,4.5,0.802112975,15,1.969910477,0.3,-1.225482275,1,0.561311395,5,1.79080006,3.5,0.68969858,10,1.480186847,0.35,-1.002695012,0.333,-1.336201902,1,-0.253165222,2.5,0.478229051,0.4,-1.43444797,1,0.182396422,3.5,0.601187953,4.5,0.492866107,4,1.229800722,1.5,2.019575512,0,-0.837274886,3,2.403245672,2,0.425587104,11,0.601489946
BRK,Bojan Bogdanovic,SF,78,1.256312939,28,0.26608221,23.8,0.464297476,3.3,0.189350745,7.4,0.16617041,0.453,0.261533758,1.2,0.866203943,3.3,0.818194462,2.2,-0.055852459,4.1,-0.20958865,0.531,0.669470918,0.532,0.585570179,1.1,-0.171575836,1.4,-0.241829451,0.821,0.612381046,0.6,-0.319675758,2.1,-0.240863223,2.7,-0.278628021,0.9,-0.514426446,0.4,-0.543277623,0.1,-0.60243389,1,-0.173356654,1.3,-0.527903767,9,0.225847242
GSW,Andrew Bogut,C,67,0.824993687,65,1.692868093,23.6,0.442389985,3,0.036160188,5.3,-0.33223145,0.563,1.330630252,0,-0.963151343,0,-1.069804639,3,0.40294818,5.3,0.134094502,0.563,0.965102464,0.563,0.884941709,0.3,-0.824290925,0.6,-0.765508362,0.524,-0.831581467,2.1,1.563094916,6,2.104850768,8.1,2.035854361,2.7,0.498350619,0.6,-0.077304326,1.7,3.155022038,1.6,0.599624044,2.8,1.515290956,6.3,-0.281270409
SAS,Matt Bonner,PF,72,1.021047892,19,-0.080973816,13,-0.718707052,1.3,-0.831919638,3.2,-0.830633311,0.409,-0.16610484,0.6,-0.0484737,1.8,-0.039986947,0.7,-0.916103657,1.4,-0.982875742,0.462,0.032015398,0.509,0.363455818,0.4,-0.742701539,0.5,-0.830968226,0.811,0.56376278,0.4,-0.570711848,1.2,-0.782181837,1.6,-0.750096654,0.7,-0.626957231,0.1,-1.242237569,0.2,-0.367592895,0.2,-1.203997585,0.9,-1.072755694,3.7,-0.769605924
UTA,Trevor Booker,PF,79,1.29552378,5,-0.620838745,19.8,0.026147651,2.9,-0.014903331,5.9,-0.189830919,0.487,0.591981765,0.4,-0.353366248,1.1,-0.440471605,2.5,0.116197781,4.8,-0.009106812,0.518,0.549370603,0.518,0.450370133,1.1,-0.171575836,1.9,0.085469868,0.581,-0.554457348,1.8,1.186540781,3.3,0.480894928,5,0.707170031,1.1,-0.401895661,0.5,-0.310290974,0.5,0.336930092,1.1,-0.044526538,1.8,0.153161141,7.2,-0.112231192
LAL,Carlos Boozer,PF,71,0.981837051,26,0.188958649,23.8,0.464297476,5.2,1.159557609,10.5,0.90190649,0.499,0.708610473,0,-0.963151343,0,-1.069804639,5.2,1.664649937,10.5,1.623388161,0.499,0.373839373,0.499,0.266884357,1.3,-0.008397064,2.1,0.216389596,0.627,-0.330813323,1.6,0.935504691,5.2,1.623678667,6.8,1.478664158,1.3,-0.289364876,0.6,-0.077304326,0.2,-0.367592895,1.3,0.213133695,2.6,1.242864993,11.8,0.751747027
MIA,Chris Bosh,C,44,-0.076855658,44,0.8830707,35.4,1.734931969,7.8,2.487209107,16.9,2.420845494,0.46,0.329567171,1.4,1.17109649,3.8,1.104254932,6.4,2.352850896,13.1,2.36803499,0.485,0.244500571,0.503,0.305512941,4.1,2.276105744,5.3,2.31110524,0.772,0.374151541,1,0.182396422,6,2.104850768,7,1.564385728,2.2,0.217023657,0.9,0.62165562,0.6,0.571771087,2.2,1.372604742,1.6,-0.119264823,21.1,2.498485601
BOS,Avery Bradley,SG,77,1.217102097,77,2.155609461,31.5,1.30773589,5.6,1.363811686,13.1,1.518975461,0.429,0.028276341,1.6,1.475989038,4.6,1.561951684,4,0.976448979,8.6,1.07922317,0.47,0.105923284,0.49,0.179970041,1,-0.253165222,1.3,-0.307289315,0.79,0.46166442,0.6,-0.319675758,2.5,-0.000277173,3.1,-0.107184881,1.8,-0.008037913,1.1,1.087628917,0.2,-0.367592895,1.4,0.341963811,2.3,0.834226049,13.9,1.146171867
ATL,Elton Brand,PF,36,-0.390542386,4,-0.659400525,13.5,-0.663938324,1.2,-0.882983157,2.6,-0.973033842,0.442,0.154624108,0,-0.963151343,0,-1.069804639,1.2,-0.629353257,2.6,-0.63919259,0.447,-0.106561889,0.442,-0.283572973,0.3,-0.824290925,0.6,-0.765508362,0.522,-0.84130512,0.8,-0.068639668,2,-0.301009736,2.8,-0.235767236,0.6,-0.683222623,0.5,-0.310290974,0.7,0.806612083,0.5,-0.817507236,1.5,-0.255477804,2.7,-0.957427276
TOT,Corey Brewer,SF,80,1.334734621,17,-0.158097377,26.1,0.716233626,4.3,0.699985937,10.1,0.806972803,0.426,-0.000880836,0.8,0.256418848,2.9,0.589346086,3.5,0.68969858,7.1,0.64961923,0.491,0.299931486,0.465,-0.061458612,2.1,0.644318024,2.8,0.674608643,0.743,0.233158568,1,0.182396422,2.7,0.120015852,3.7,0.149979828,2.2,0.217023657,1.4,1.786588863,0.2,-0.367592895,1.6,0.599624044,2.2,0.698013067,11.5,0.695400622
MIN,Corey Brewer,SF,24,-0.861072479,16,-0.196659158,28.3,0.95721603,3.9,0.49573186,9.4,0.640838849,0.418,-0.078633309,0.3,-0.505812521,1.7,-0.097199041,3.6,0.747048659,7.7,0.821460806,0.467,0.078207827,0.436,-0.34151585,2.3,0.807496796,3.3,1.001907962,0.705,0.048409156,1.3,0.558950556,2.6,0.05986934,3.9,0.235701398,3.3,0.835942974,2.3,3.883468701,0.2,-0.367592895,2.1,1.243774625,2.6,1.242864993,10.5,0.50757927
HOU,Corey Brewer,SF,56,0.393674435,1,-0.775085867,25.1,0.606696169,4.4,0.751049456,10.4,0.878173068,0.429,0.028276341,1,0.561311395,3.5,0.93261865,3.5,0.68969858,6.9,0.592338704,0.503,0.410793316,0.477,0.054427142,2,0.562728638,2.6,0.543688915,0.764,0.335256927,0.9,0.056878377,2.8,0.180162365,3.6,0.107119043,1.7,-0.064303306,1.1,1.087628917,0.3,-0.132751899,1.4,0.341963811,2,0.425587104,11.9,0.770529163
CHI,Aaron Brooks,PG,82,1.413156303,21,-0.003850255,23,0.376667511,4.2,0.648922418,10,0.783239381,0.421,-0.049476132,1.5,1.323542764,3.8,1.104254932,2.7,0.230897941,6.1,0.363216603,0.442,-0.152754318,0.495,0.228255772,1.8,0.399549866,2.1,0.216389596,0.833,0.670722966,0.4,-0.570711848,1.6,-0.541595786,2,-0.578653515,3.2,0.779677582,0.7,0.155682323,0.2,-0.367592895,1.9,0.986114393,2.3,0.834226049,11.6,0.714182757
LAL,Jabari Brown,SG,19,-1.057126684,5,-0.620838745,29.9,1.13247596,3.7,0.393604822,8.9,0.522171739,0.412,-0.136947663,1.2,0.866203943,3.3,0.818194462,2.5,0.116197781,5.7,0.248655552,0.435,-0.217423719,0.479,0.073741434,3.4,1.704980042,4.5,1.787426329,0.753,0.281776834,0.2,-0.821747938,1.7,-0.481449274,1.9,-0.6215143,2.1,0.160758264,0.6,-0.077304326,0.1,-0.60243389,1.7,0.72845416,1.7,0.016948159,11.9,0.770529163
MIN,Lorenzo Brown,PG,29,-0.665018274,7,-0.543715183,18.9,-0.07243606,1.8,-0.576602042,4.2,-0.593299091,0.426,-0.000880836,0.2,-0.658258795,1,-0.497683699,1.6,-0.399952938,3.2,-0.467351014,0.489,0.281454514,0.451,-0.196658658,0.4,-0.742701539,0.7,-0.700048498,0.632,-0.306504189,0.5,-0.445193803,1.9,-0.361156248,2.4,-0.407210375,3.1,0.723412189,1,0.854642269,0.2,-0.367592895,1,-0.173356654,1.7,0.016948159,4.2,-0.675695248
BRK,Markel Brown,SG,47,0.040776865,29,0.30464399,16.6,-0.324372209,1.6,-0.67872908,4.5,-0.522098826,0.362,-0.622900615,0.4,-0.353366248,1.4,-0.268835323,1.3,-0.572003178,3.1,-0.495991277,0.404,-0.503816779,0.402,-0.669858819,1,-0.253165222,1.2,-0.372749179,0.825,0.631828353,0.3,-0.696229893,1.9,-0.361156248,2.3,-0.45007116,0.8,-0.570691838,0.7,0.155682323,0.3,-0.132751899,0.6,-0.688677119,1.2,-0.664116749,4.6,-0.600566707
MIA,Shannon Brown,SG,5,-1.606078459,2,-0.736524087,17.8,-0.192927262,1.4,-0.780856118,3.8,-0.688232779,0.368,-0.564586261,0.6,-0.0484737,1.4,-0.268835323,0.8,-0.858753577,2.4,-0.696473116,0.333,-1.159749271,0.447,-0.235287242,0.6,-0.579522766,0.8,-0.634588634,0.75,0.267191355,0,-1.072784028,0.2,-1.383646962,0.2,-1.350147642,0.6,-0.683222623,0.8,0.388668971,0,-0.837274886,0.8,-0.431016887,1.6,-0.119264823,4,-0.713259518
LAL,Kobe Bryant,SG,35,-0.429753227,35,0.536014674,34.5,1.636348259,7.6,2.385082069,20.4,3.251515262,0.373,-0.515990965,1.5,1.323542764,5.3,1.962436342,6.1,2.180800656,15.1,2.940840244,0.401,-0.531532236,0.411,-0.582944503,5.6,3.499946535,6.9,3.358463061,0.813,0.573486433,0.7,-0.194157713,4.9,1.443239129,5.7,1.007195525,5.6,2.130047001,1.3,1.553602215,0.2,-0.367592895,3.7,3.305056486,1.9,0.289374122,22.3,2.723871223
MIN,Chase Budinger,SF,67,0.824993687,4,-0.659400525,19.2,-0.039574823,2.5,-0.219157408,5.8,-0.213564341,0.433,0.067152577,0.8,0.256418848,2.1,0.131649335,1.7,-0.342602858,3.7,-0.324149701,0.474,0.142877227,0.5,0.276541503,1,-0.253165222,1.2,-0.372749179,0.827,0.641552006,0.5,-0.445193803,2.5,-0.000277173,3,-0.150045666,1,-0.458161053,0.7,0.155682323,0.1,-0.60243389,0.7,-0.559847003,1.1,-0.800329731,6.8,-0.187359733
TOT,Reggie Bullock,SF,36,-0.390542386,2,-0.736524087,9.4,-1.113041895,0.7,-1.138300752,1.9,-1.139167796,0.343,-0.807562737,0.4,-0.353366248,1.3,-0.326047417,0.3,-1.145503976,0.7,-1.183357581,0.375,-0.771732867,0.45,-0.206315804,0.2,-0.905880311,0.3,-0.961887953,0.667,-0.136340257,0,-1.072784028,1.4,-0.661888811,1.4,-0.835818224,0.2,-0.908284193,0.3,-0.776264272,0.1,-0.60243389,0.2,-1.203997585,0.5,-1.61760762,1.9,-1.107684358
LAC,Reggie Bullock,SF,25,-0.821861638,2,-0.736524087,10.5,-0.992550693,0.9,-1.036173714,2.2,-1.06796753,0.426,-0.000880836,0.6,-0.0484737,1.6,-0.154411135,0.3,-1.145503976,0.6,-1.211997844,0.533,0.68794789,0.565,0.904256002,0.2,-0.905880311,0.2,-1.027347817,0.8,0.510282687,0,-1.072784028,1.6,-0.541595786,1.6,-0.750096654,0.2,-0.908284193,0.4,-0.543277623,0.1,-0.60243389,0.2,-1.203997585,0.7,-1.345181657,2.6,-0.976209411
PHO,Reggie Bullock,SF,11,-1.370813413,0,-0.813647648,6.8,-1.397839281,0.1,-1.444681867,1.5,-1.234101484,0.063,-3.528899267,0,-0.963151343,0.6,-0.726532075,0.1,-1.260204136,0.8,-1.154717319,0.111,-3.210693119,0.063,-3.943631359,0.2,-0.905880311,0.4,-0.89642809,0.5,-0.948265306,0.1,-0.947265983,0.8,-1.022767887,0.9,-1.050122148,0.2,-0.908284193,0.1,-1.242237569,0.2,-0.367592895,0.2,-1.203997585,0.2,-2.026246565,0.4,-1.389416386
UTA,Trey Burke,PG,76,1.177891256,43,0.844508919,30.1,1.154383451,4.9,1.006367052,13.2,1.542708883,0.368,-0.564586261,1.6,1.475989038,5.1,1.848012154,3.2,0.51764834,8.1,0.936021857,0.4,-0.540770722,0.43,-0.399458727,1.4,0.073192322,1.9,0.085469868,0.752,0.276915008,0.4,-0.570711848,2.3,-0.120570198,2.7,-0.278628021,4.3,1.398596899,0.9,0.62165562,0.2,-0.367592895,1.6,0.599624044,1.6,-0.119264823,12.8,0.939568379
UTA,Alec Burks,SG,27,-0.743439956,27,0.227520429,33.3,1.504903311,4.5,0.802112975,11.1,1.044307022,0.403,-0.224419194,1,0.561311395,2.5,0.36049771,3.5,0.68969858,8.6,1.07922317,0.409,-0.45762435,0.447,-0.235287242,3.9,2.112926972,4.8,1.98380592,0.822,0.617242873,0.7,-0.194157713,3.5,0.601187953,4.2,0.364283752,3,0.667146797,0.6,-0.077304326,0.2,-0.367592895,1.9,0.986114393,2.4,0.97043903,13.9,1.146171867
DET,Caron Butler,SF,78,1.256312939,21,-0.003850255,20.8,0.135685107,2.1,-0.423411484,5.1,-0.379698294,0.407,-0.185542958,1.1,0.713757669,2.8,0.532133992,1,-0.744053417,2.3,-0.725113378,0.441,-0.161992804,0.511,0.38277011,0.7,-0.49793338,0.8,-0.634588634,0.902,1.006189004,0.3,-0.696229893,2.2,-0.180716711,2.5,-0.36434959,1,-0.458161053,0.6,-0.077304326,0.1,-0.60243389,0.6,-0.688677119,1.5,-0.255477804,5.9,-0.35639895
CHI,Jimmy Butler,SG,65,0.746572005,65,1.692868093,38.7,2.096405575,6.5,1.823383358,14,1.732576258,0.462,0.349005289,1.1,0.713757669,3,0.64655818,5.4,1.779350097,11.1,1.795229737,0.484,0.235262085,0.502,0.295855795,5.9,3.744714693,7.1,3.489382789,0.834,0.675584792,1.8,1.186540781,4.1,0.962067029,5.8,1.05005631,3.3,0.835942974,1.8,2.718535458,0.6,0.571771087,1.4,0.341963811,1.7,0.016948159,20,2.291882114
WAS,Rasual Butler,SF,75,1.138680415,1,-0.775085867,20.1,0.059008888,2.9,-0.014903331,6.9,0.047503301,0.422,-0.039757073,1.2,0.866203943,3.1,0.703770274,1.7,-0.342602858,3.8,-0.295509438,0.45,-0.078846432,0.51,0.373112964,0.7,-0.49793338,0.9,-0.56912877,0.791,0.466526247,0.4,-0.570711848,2.3,-0.120570198,2.6,-0.321488806,0.8,-0.570691838,0.4,-0.543277623,0.3,-0.132751899,0.6,-0.688677119,1.3,-0.527903767,7.7,-0.018320516
LAL,Dwight Buycks,PG,6,-1.566867618,0,-0.813647648,20.5,0.10282387,3,0.036160188,6.7,3.64569E-05,0.45,0.232376581,1.2,0.866203943,1.8,-0.039986947,1.8,-0.285252778,4.8,-0.009106812,0.379,-0.734778924,0.538,0.643513056,1.5,0.154781708,1.7,-0.045449859,0.9,0.996465351,0.3,-0.696229893,1.7,-0.481449274,2,-0.578653515,2.3,0.273289049,0.5,-0.310290974,0,-0.837274886,2,1.114944509,0.5,-1.61760762,8.7,0.169500836
WAS,Will Bynum,SG,7,-1.527656777,0,-0.813647648,9.6,-1.091134404,1.4,-0.780856118,4.4,-0.545832248,0.323,-1.001943917,0,-0.963151343,1.3,-0.326047417,1.4,-0.514653098,3.1,-0.495991277,0.455,-0.032654003,0.323,-1.432773363,0.3,-0.824290925,0.6,-0.765508362,0.5,-0.948265306,0.3,-0.696229893,0.6,-1.143060912,0.9,-1.050122148,2.6,0.442085227,0.1,-1.242237569,0.1,-0.60243389,1.1,-0.044526538,1.3,-0.527903767,3.1,-0.882298735
TOR,Bruno Caboclo,SF,8,-1.488445936,0,-0.813647648,2.9,-1.825035361,0.5,-1.240427791,1.5,-1.234101484,0.333,-0.904753327,0.3,-0.505812521,0.4,-0.840956263,0.3,-1.145503976,1.1,-1.068796531,0.222,-2.185221195,0.417,-0.525001627,0,-1.069059083,0,-1.158267545,0,-3.379178627,0.1,-0.947265983,0.1,-1.443793475,0.3,-1.307286857,0,-1.020814978,0,-1.475224218,0.1,-0.60243389,0.5,-0.817507236,0.4,-1.753820602,1.3,-1.220377169
MEM,Nick Calathes,SG,58,0.472096117,0,-0.813647648,14.4,-0.565354613,1.8,-0.576602042,4.3,-0.56956567,0.421,-0.049476132,0.2,-0.658258795,0.7,-0.669319981,1.6,-0.399952938,3.5,-0.381430226,0.456,-0.023415517,0.443,-0.273915827,0.4,-0.742701539,0.8,-0.634588634,0.533,-0.787825027,0.3,-0.696229893,1.5,-0.601742299,1.8,-0.664375084,2.5,0.385819834,1.1,1.087628917,0.1,-0.60243389,1.1,-0.044526538,1.7,0.016948159,4.2,-0.675695248
NYK,Jose Calderon,PG,42,-0.15527734,42,0.805947139,30.2,1.165337197,3.5,0.291477784,8.4,0.40350463,0.415,-0.107790486,1.4,1.17109649,3.4,0.875406556,2.1,-0.113202539,5,0.048173714,0.415,-0.402193435,0.499,0.266884357,0.7,-0.49793338,0.8,-0.634588634,0.906,1.025636311,0.5,-0.445193803,2.5,-0.000277173,3,-0.150045666,4.7,1.623658469,0.7,0.155682323,0,-0.837274886,1.8,0.857284276,1.8,0.153161141,9.1,0.244629377
DET,Kentavious Caldwell-Pope,SG,82,1.413156303,82,2.348418364,31.5,1.30773589,4.8,0.955303533,11.9,1.234174397,0.401,-0.243857312,1.9,1.933327859,5.4,2.019648436,2.9,0.3455981,6.4,0.449137391,0.449,-0.088084918,0.48,0.08339858,1.3,-0.008397064,1.9,0.085469868,0.696,0.004652716,0.6,-0.319675758,2.5,-0.000277173,3.1,-0.107184881,1.3,-0.289364876,1.1,1.087628917,0.2,-0.367592895,1.1,-0.044526538,2,0.425587104,12.7,0.920786244
TOT,Isaiah Canaan,PG,47,0.040776865,21,-0.003850255,20,0.048055142,3.1,0.087223707,8,0.308570942,0.386,-0.389643198,1.9,1.933327859,5.2,1.905224248,1.2,-0.629353257,2.8,-0.581912065,0.417,-0.383716463,0.507,0.344141526,1,-0.253165222,1.3,-0.307289315,0.817,0.59293374,0.4,-0.570711848,1.5,-0.601742299,1.9,-0.6215143,2.1,0.160758264,0.6,-0.077304326,0.1,-0.60243389,1.3,0.213133695,1.8,0.153161141,9.2,0.263411512
HOU,Isaiah Canaan,PG,25,-0.821861638,9,-0.466591622,14.8,-0.521539631,2.1,-0.423411484,5.2,-0.355964872,0.405,-0.204981076,1.3,1.018650217,3.4,0.875406556,0.8,-0.858753577,1.9,-0.839674429,0.447,-0.106561889,0.527,0.537284448,0.6,-0.579522766,0.8,-0.634588634,0.762,0.325533274,0.4,-0.570711848,0.9,-0.962621374,1.3,-0.878679009,1.2,-0.345630268,0.6,-0.077304326,0,-0.837274886,0.9,-0.302186771,1.1,-0.800329731,6.2,-0.300052544
PHI,Isaiah Canaan,PG,22,-0.939494161,12,-0.35090628,25.9,0.694326134,4.2,0.648922418,11.2,1.068040444,0.377,-0.477114729,2.7,3.15289805,7.4,3.163890316,1.5,-0.457303018,3.9,-0.266869176,0.4,-0.540770722,0.496,0.237912918,1.5,0.154781708,1.8,0.020010004,0.846,0.733926712,0.3,-0.696229893,2.1,-0.240863223,2.5,-0.36434959,3.1,0.723412189,0.7,0.155682323,0.1,-0.60243389,1.8,0.857284276,2.5,1.106652012,12.6,0.902004109
HOU,Clint Capela,C,12,-1.331602572,0,-0.813647648,7.5,-1.321163062,1.2,-0.882983157,2.4,-1.020500686,0.483,0.553105529,0,-0.963151343,0,-1.069804639,1.2,-0.629353257,2.4,-0.696473116,0.483,0.2260236,0.483,0.112370018,0.3,-0.824290925,1.9,0.085469868,0.174,-2.533220791,0.8,-0.068639668,2.2,-0.180716711,3,-0.150045666,0.2,-0.908284193,0.1,-1.242237569,0.8,1.041453079,0.4,-0.946337352,1.2,-0.664116749,2.7,-0.957427276
ATL,DeMarre Carroll,SF,70,0.94262621,69,1.847115216,31.3,1.285828399,4.5,0.802112975,9.3,0.617105427,0.487,0.591981765,1.7,1.628435312,4.3,1.390315402,2.8,0.28824802,5,0.048173714,0.567,1.002056407,0.579,1.039456047,1.8,0.399549866,2.6,0.543688915,0.702,0.033823676,1.4,0.684468601,3.9,0.841774003,5.3,0.835752386,1.7,-0.064303306,1.3,1.553602215,0.2,-0.367592895,1.1,-0.044526538,2.2,0.698013067,12.6,0.902004109
MEM,Vince Carter,SG,66,0.785782846,1,-0.775085867,16.5,-0.335325955,2,-0.474475004,6.2,-0.118630653,0.333,-0.904753327,1,0.561311395,3.5,0.93261865,1,-0.744053417,2.6,-0.63919259,0.379,-0.734778924,0.417,-0.525001627,0.7,-0.49793338,0.9,-0.56912877,0.789,0.456802594,0.4,-0.570711848,1.6,-0.541595786,2,-0.578653515,1.2,-0.345630268,0.7,0.155682323,0.2,-0.367592895,0.7,-0.559847003,1.5,-0.255477804,5.8,-0.375181085
TOT,Michael Carter-Williams,PG,66,0.785782846,63,1.615744532,32.6,1.428227092,5.5,1.312748167,13.9,1.708842836,0.396,-0.292452608,0.5,-0.200919974,2.3,0.246073523,5,1.549949778,11.6,1.93843105,0.428,-0.282093119,0.416,-0.534658773,3.1,1.460211884,4.4,1.721966465,0.694,-0.005070937,1,0.182396422,4.4,1.142506566,5.3,0.835752386,6.7,2.748966319,1.7,2.485548809,0.5,0.336930092,3.8,3.433886602,2.5,1.106652012,14.6,1.277646813
PHI,Michael Carter-Williams,PG,41,-0.194488181,38,0.651700016,33.9,1.570625785,5.7,1.414875205,14.9,1.946177056,0.38,-0.447957552,0.8,0.256418848,3,0.64655818,4.9,1.492599698,11.9,2.024351838,0.412,-0.429908892,0.406,-0.631230234,2.9,1.297033112,4.4,1.721966465,0.643,-0.253024096,1,0.182396422,5.1,1.563532154,6.2,1.221499449,7.4,3.142824066,1.5,2.019575512,0.4,0.102089096,4.2,3.949207068,2.5,1.106652012,15,1.352775354
MIL,Michael Carter-Williams,PG,25,-0.821861638,25,0.150396868,30.3,1.176290942,5.3,1.210621128,12.3,1.329108085,0.429,0.028276341,0.2,-0.658258795,1.1,-0.440471605,5.1,1.607299858,11.2,1.823869999,0.457,-0.014177031,0.435,-0.351172996,3.4,1.704980042,4.4,1.721966465,0.78,0.413046154,0.8,-0.068639668,3.1,0.360601903,4,0.278562182,5.6,2.130047001,2,3.184508755,0.5,0.336930092,3.2,2.660905905,2.6,1.242864993,14.1,1.183736137
SAC,Omri Casspi,SF,67,0.824993687,19,-0.080973816,21.1,0.168546344,3.1,0.087223707,6.4,-0.071163809,0.489,0.611419883,0.5,-0.200919974,1.3,-0.326047417,2.6,0.173547861,5.1,0.076813976,0.512,0.493939688,0.53,0.566255887,2.1,0.644318024,2.9,0.740068507,0.733,0.184540302,0.8,-0.068639668,3.1,0.360601903,3.9,0.235701398,1.5,-0.176834091,0.5,-0.310290974,0.1,-0.60243389,1.3,0.213133695,1.6,-0.119264823,8.9,0.207065107
