Tm,Player,Pos,G,GS,MP,FG,FGA,FGPercent,3P,3PA,2P,2PA,2PPercent,eFGPercent,FT,FTA,FTPercent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
TOT,QuincyPondexter,SF,75,30,23.9,2.5,6,0.421,1.2,3.3,1.3,2.7,0.478,0.522,0.9,1.3,0.74,0.7,1.9,2.6,1.3,0.3,0.3,0.7,2,7.2
MEM,QuincyPondexter,SF,30,2,18,1.6,4.5,0.356,0.6,2.4,1,2.1,0.5,0.419,0.7,1,0.7,0.7,1.2,1.9,0.9,0.2,0.2,0.3,1.6,4.5
NOP,QuincyPondexter,SF,45,28,27.8,3.1,6.9,0.449,1.6,3.8,1.5,3.1,0.468,0.567,1.1,1.5,0.758,0.7,2.3,3.1,1.5,0.3,0.4,0.9,2.3,9
WAS,OttoPorter,SF,74,13,19.4,2.4,5.3,0.45,0.5,1.4,1.9,3.9,0.491,0.495,0.8,1.1,0.734,0.9,2,3,0.9,0.6,0.4,0.7,1.3,6
TOT,DwightPowell,PF,29,0,8.1,1.1,2.3,0.463,0.1,0.4,1,1.9,0.5,0.485,0.9,1.1,0.758,0.6,1.1,1.7,0.3,0.3,0.2,0.4,1.4,3.1
BOS,DwightPowell,PF,5,0,1.8,0.8,1,0.8,0,0,0.8,1,0.8,0.8,0.2,0.4,0.5,0,0.2,0.2,0,0.4,0,0.4,0.2,1.8
DAL,DwightPowell,PF,24,0,9.5,1.1,2.6,0.435,0.1,0.5,1,2.1,0.471,0.46,1,1.3,0.774,0.8,1.3,2,0.4,0.3,0.3,0.4,1.6,3.4
BOS,PhilPressey,PG,50,0,12,1.3,3.5,0.368,0.3,1.3,1,2.2,0.44,0.414,0.7,1,0.673,0.3,1.3,1.6,2.3,0.6,0.1,0.8,1.1,3.5
TOT,A.J.Price,PG,26,0,12.5,2,5.3,0.372,0.6,2.2,1.4,3.1,0.45,0.427,0.6,0.9,0.667,0.2,1,1.2,1.8,0.3,0,0.5,0.6,5.1
IND,A.J.Price,PG,10,0,19.3,3.9,8.9,0.438,1.5,3.9,2.4,5,0.48,0.522,1.2,1.8,0.667,0.2,1.2,1.4,2.7,0.4,0,1,0.9,10.5
CLE,A.J.Price,PG,11,0,7.9,0.8,3.1,0.265,0,1,0.8,2.1,0.391,0.265,0.4,0.5,0.667,0.4,1,1.4,1.2,0.3,0,0.3,0.1,2
PHO,A.J.Price,PG,5,0,8.8,0.6,2.8,0.214,0,1.4,0.6,1.4,0.429,0.214,0,0,0,0,0.6,0.6,1.2,0,0,0.2,1,1.2
LAL,RonniePrice,PG,43,20,22.8,1.8,5.2,0.345,0.7,2.5,1.1,2.7,0.404,0.415,0.8,1,0.8,0.4,1.2,1.6,3.8,1.6,0.1,1.2,2.7,5.1
TOT,PabloPrigioni,PG,67,3,17.9,1.4,3.4,0.399,0.9,2.5,0.5,0.9,0.548,0.524,0.5,0.6,0.854,0.4,1.3,1.8,2.6,1.2,0,0.9,1.3,4.1
NYK,PabloPrigioni,PG,43,3,18.5,1.6,3.7,0.422,1,2.7,0.6,1.1,0.543,0.556,0.5,0.6,0.846,0.4,1.4,1.9,2.4,1.2,0,1.1,1.2,4.7
HOU,PabloPrigioni,PG,24,0,16.8,1,2.8,0.343,0.6,2.1,0.4,0.7,0.563,0.448,0.5,0.6,0.867,0.5,1.1,1.6,2.8,1.1,0,0.6,1.5,3
TOT,TayshaunPrince,SF,58,16,24.1,3.1,6.9,0.44,0.5,1.2,2.5,5.8,0.436,0.479,0.8,1.1,0.754,0.9,2.7,3.6,1.6,0.5,0.3,0.6,0.9,7.5
MEM,TayshaunPrince,SF,26,9,24.2,2.9,7,0.41,0.6,1.3,2.3,5.8,0.4,0.451,1,1.2,0.833,0.8,2.4,3.2,1.4,0.3,0.2,0.6,0.8,7.3
BOS,TayshaunPrince,SF,9,0,22,3.7,6.6,0.559,0.6,0.9,3.1,5.7,0.549,0.602,0.6,0.7,0.833,0.7,2.7,3.3,2,0.6,0.2,0.4,0.8,8.4
DET,TayshaunPrince,SF,23,7,24.8,3,7,0.431,0.5,1.1,2.5,5.8,0.433,0.466,0.8,1.3,0.655,1.1,3.1,4.2,1.7,0.7,0.3,0.7,1.1,7.3
MIN,MiroslavRaduljica,C,5,0,4.6,0.6,1.6,0.375,0,0,0.6,1.6,0.375,0.375,0.4,0.4,1,0.4,0.6,1,0,0.2,0,0.4,1.6,1.6
LAL,JuliusRandle,PF,1,0,14,1,3,0.333,0,0,1,3,0.333,0.333,0,2,0,0,0,0,0,0,0,1,1,2
TOT,ShavlikRandolph,PF,21,0,6,0.4,1.7,0.257,0,0.2,0.4,1.4,0.3,0.257,0.3,0.6,0.5,0.8,1,1.8,0.2,0.2,0.1,0.1,0.8,1.1
PHO,ShavlikRandolph,PF,16,0,6.3,0.4,1.6,0.24,0,0.3,0.4,1.3,0.286,0.24,0.3,0.6,0.5,0.8,0.9,1.6,0.2,0.3,0.1,0.1,0.8,1.1
BOS,ShavlikRandolph,PF,5,0,5,0.6,2,0.3,0,0.2,0.6,1.8,0.333,0.3,0.2,0.4,0.5,0.8,1.6,2.4,0.2,0.2,0.2,0.2,0.6,1.4
MEM,ZachRandolph,PF,71,71,32.5,6.4,13.1,0.487,0.1,0.3,6.3,12.8,0.49,0.491,3.2,4.2,0.765,3.2,7.4,10.5,2.2,1,0.2,2.2,2.5,16.1
LAC,J.J.Redick,SG,78,78,30.9,5.7,12,0.477,2.6,5.9,3.2,6.2,0.515,0.583,2.3,2.6,0.901,0.3,1.9,2.1,1.8,0.5,0.1,1.2,1.7,16.4
WAS,GlenRice,SG,5,0,8.6,0.6,3,0.2,0.2,1.4,0.4,1.6,0.25,0.233,0.8,1.2,0.667,0.4,0.4,0.8,0.4,0,0,0.4,2.2,2.2
PHI,JasonRichardson,SG,19,15,21.9,3.3,9.4,0.348,1.6,5.1,1.6,4.3,0.378,0.435,0.9,1.2,0.773,0.7,2.8,3.5,2,0.7,0.2,0.8,1.5,9.1
ORL,LukeRidnour,PG,47,0,14.5,1.6,3.7,0.426,0.4,1.3,1.2,2.4,0.487,0.483,0.4,0.4,0.857,0.2,1.3,1.4,2,0.4,0.1,0.8,1.4,4
TOT,AustinRivers,SG,76,5,20.6,2.7,6.5,0.409,0.5,1.7,2.2,4.8,0.449,0.449,1.1,1.7,0.675,0.4,1.6,2,2,0.6,0.2,0.9,1.9,7
NOP,AustinRivers,SG,35,3,22.1,2.5,6.3,0.387,0.4,1.4,2.1,4.9,0.419,0.419,1.5,2,0.746,0.3,1.6,1.9,2.5,0.5,0.2,0.9,1.9,6.8
LAC,AustinRivers,PG,41,2,19.3,2.9,6.7,0.427,0.6,2,2.2,4.7,0.477,0.473,0.8,1.3,0.582,0.4,1.7,2,1.7,0.7,0.2,0.9,2,7.1
OKC,AndreRoberson,SG,67,65,19.2,1.4,3,0.458,0.3,1.3,1.1,1.7,0.612,0.51,0.3,0.7,0.479,0.9,2.9,3.8,1,0.8,0.4,0.7,2.1,3.4
CHO,BrianRoberts,PG,72,10,18.5,2.4,6.3,0.389,0.9,2.7,1.6,3.6,0.44,0.458,0.9,1,0.892,0.2,1.3,1.5,2.3,0.5,0.1,0.8,1,6.7
TOT,NateRobinson,PG,42,1,14.1,2.1,6.1,0.345,0.7,2.7,1.4,3.4,0.399,0.406,0.7,1.1,0.674,0.4,0.8,1.2,2.3,0.5,0.1,0.7,1.8,5.7
DEN,NateRobinson,PG,33,1,14.1,2.2,6.2,0.348,0.7,2.8,1.4,3.4,0.42,0.407,0.8,1.2,0.65,0.4,0.8,1.2,2.3,0.4,0.1,0.7,2.1,5.8
LAC,NateRobinson,PG,9,0,14,1.9,5.7,0.333,0.8,2.2,1.1,3.4,0.323,0.402,0.6,0.7,0.833,0.3,0.9,1.2,2.2,0.7,0,0.9,0.9,5.1
TOT,ThomasRobinson,PF,54,4,14.8,2.3,4.8,0.485,0,0,2.3,4.8,0.488,0.485,1,2,0.528,1.8,3.9,5.6,0.6,0.6,0.4,1.1,1.9,5.7
POR,ThomasRobinson,PF,32,4,12.2,1.5,2.8,0.516,0,0,1.5,2.8,0.516,0.516,0.7,1.5,0.438,1,3.1,4.2,0.3,0.5,0.3,1,1.7,3.6
PHI,ThomasRobinson,PF,22,0,18.5,3.6,7.7,0.467,0,0.1,3.6,7.6,0.473,0.467,1.6,2.6,0.603,2.8,4.9,7.7,1.1,0.7,0.4,1.2,2.3,8.8
TOT,GlennRobinsonIII,SF,35,1,7.5,0.7,1.9,0.388,0.1,0.5,0.6,1.4,0.438,0.425,0.5,0.7,0.667,0.4,0.7,1.1,0.3,0.2,0,0.3,0.4,2.1
MIN,GlennRobinsonIII,SF,25,0,4.3,0.3,1,0.333,0,0.2,0.3,0.7,0.389,0.354,0.5,0.6,0.75,0.2,0.4,0.6,0.1,0.1,0,0.1,0.2,1.2
PHI,GlennRobinsonIII,SF,10,1,15.3,1.8,4.3,0.419,0.4,1.3,1.4,3,0.467,0.465,0.4,0.8,0.5,1.1,1.4,2.5,0.8,0.3,0.1,0.8,1,4.4
TOT,RajonRondo,PG,68,68,29.7,4,9.5,0.426,0.4,1.3,3.6,8.2,0.444,0.447,0.5,1.1,0.397,1.1,4.4,5.5,7.9,1.3,0.1,3.1,2.3,8.9
BOS,RajonRondo,PG,22,22,31.8,3.7,9.1,0.405,0.4,1.5,3.3,7.6,0.435,0.425,0.5,1.6,0.333,1.1,6.4,7.5,10.8,1.7,0.1,3.4,1.9,8.3
DAL,RajonRondo,PG,46,46,28.7,4.2,9.7,0.436,0.4,1.2,3.8,8.5,0.448,0.457,0.4,0.9,0.452,1,3.5,4.5,6.5,1.2,0.1,2.9,2.4,9.3
CHI,DerrickRose,PG,51,51,30,6.6,16.4,0.405,1.5,5.3,5.1,11.1,0.465,0.45,3,3.7,0.813,0.7,2.5,3.2,4.9,0.7,0.3,3.2,1.2,17.7
TOR,TerrenceRoss,SF,82,61,25.5,3.8,9.2,0.41,1.8,4.8,2,4.4,0.452,0.507,0.5,0.7,0.786,0.4,2.4,2.8,1,0.6,0.3,0.8,1.7,9.8
MIN,RickyRubio,PG,22,22,31.5,3.5,10,0.356,0.6,2.3,3,7.6,0.387,0.386,2.6,3.2,0.803,0.9,4.8,5.7,8.8,1.7,0,2.9,2.7,10.3
IND,DamjanRudez,SF,68,2,15.4,1.8,3.9,0.452,1,2.5,0.7,1.4,0.538,0.584,0.2,0.3,0.696,0.1,0.6,0.7,0.8,0.2,0.1,0.7,1.2,4.8
GSW,BrandonRush,SG,33,0,8.2,0.3,1.6,0.204,0.1,0.8,0.2,0.8,0.296,0.231,0.2,0.3,0.455,0.1,1.1,1.2,0.4,0.2,0.4,0.3,0.8,0.9
LAL,RobertSacre,C,67,18,16.9,1.9,4.6,0.412,0,0,1.9,4.6,0.413,0.412,0.8,1.2,0.671,1.3,2.1,3.5,0.8,0.4,0.6,0.5,1.8,4.6
NOP,JohnSalmons,SF,21,0,12.9,0.8,2.3,0.333,0.4,1.2,0.4,1,0.364,0.417,0.1,0.2,0.5,0.2,0.8,1,0.6,0.4,0.2,0.2,1.2,2
PHI,JaKarrSampson,SF,74,32,15.3,2,4.7,0.422,0.4,1.7,1.6,3,0.525,0.467,0.9,1.3,0.67,0.5,1.7,2.2,1,0.5,0.4,1,1.8,5.2
MIL,LarrySanders,C,27,26,21.7,3.2,6.4,0.5,0,0,3.2,6.4,0.5,0.5,0.9,1.8,0.5,2.5,3.7,6.1,0.9,1,1.4,1,3.9,7.3
ATL,DennisSchroder,PG,77,10,19.7,3.7,8.6,0.427,0.7,1.9,3,6.7,0.449,0.466,1.9,2.3,0.827,0.4,1.8,2.1,4.1,0.6,0.1,1.9,1.6,10
IND,LuisScola,PF,81,16,20.5,3.7,7.9,0.467,0.1,0.2,3.6,7.7,0.474,0.471,2,2.8,0.699,1.7,4.8,6.5,1.3,0.6,0.2,1.2,2.4,9.4
ATL,MikeScott,PF,68,0,16.5,3,6.7,0.444,1,2.8,2,3.8,0.517,0.517,0.9,1.1,0.792,0.7,2.3,2.9,1.1,0.4,0,0.6,1.2,7.8
ATL,ThaboSefolosha,SF,52,7,18.8,2,4.8,0.418,0.5,1.5,1.5,3.3,0.462,0.468,0.9,1.1,0.776,1,3.3,4.3,1.4,1,0.4,0.7,1.3,5.3
WAS,KevinSeraphin,C,79,0,15.6,2.9,5.7,0.513,0,0,2.9,5.7,0.516,0.513,0.7,1,0.707,1.1,2.5,3.6,0.7,0.1,0.7,1.2,2.5,6.6
TOT,RamonSessions,PG,64,10,18.6,2,5.2,0.374,0.3,0.9,1.7,4.3,0.387,0.403,2.1,2.7,0.769,0.4,1.9,2.3,2.8,0.5,0,1.3,1.1,6.3
SAC,RamonSessions,PG,36,7,17.8,1.8,5.1,0.344,0.2,0.8,1.6,4.3,0.368,0.361,1.8,2.4,0.727,0.4,1.6,1.9,2.7,0.4,0,1.4,1.3,5.4
WAS,RamonSessions,PG,28,3,19.5,2.2,5.4,0.411,0.5,1.1,1.8,4.3,0.412,0.454,2.5,3,0.812,0.4,2.3,2.7,3.1,0.6,0,1.3,1,7.4
TOT,ImanShumpert,SG,62,25,24.9,3.1,7.6,0.41,1.1,3.2,2,4.4,0.458,0.481,0.7,1,0.672,0.9,2.7,3.6,2.2,1.3,0.3,1.5,2.2,8
NYK,ImanShumpert,SG,24,24,26,3.7,9,0.409,1,2.8,2.7,6.2,0.436,0.463,1,1.5,0.676,0.9,2.5,3.4,3.3,1.3,0.1,1.8,2.8,9.3
CLE,ImanShumpert,SG,38,1,24.2,2.8,6.7,0.41,1.2,3.4,1.6,3.3,0.484,0.496,0.5,0.7,0.667,0.9,2.9,3.8,1.5,1.3,0.3,1.3,1.9,7.2
TOT,AlexeyShved,SG,42,9,18.3,3.2,8,0.397,1.1,3.3,2,4.7,0.439,0.467,2.9,3.6,0.807,0.5,1.8,2.4,2.5,0.7,0.1,1.1,1.1,10.3
PHI,AlexeyShved,SG,17,0,16.8,3.1,7.6,0.4,1,3.4,2.1,4.3,0.479,0.465,2.8,3.4,0.842,0.5,0.8,1.3,2.7,0.8,0.1,1.1,1.2,9.9
HOU,AlexeyShved,SG,9,0,6.6,0.9,2.7,0.333,0.4,1.3,0.4,1.3,0.333,0.417,1,1.2,0.818,0.1,0.3,0.4,0.3,0.1,0,0.6,0.2,3.2
NYK,AlexeyShved,SG,16,9,26.4,4.6,11.3,0.403,1.6,4.4,2.9,6.9,0.423,0.475,4,5.1,0.78,0.9,3.7,4.6,3.6,0.9,0.3,1.6,1.6,14.8
PHI,HenrySims,C,73,32,19.2,3.3,6.9,0.474,0.1,0.3,3.2,6.6,0.488,0.478,1.5,1.9,0.774,1.7,3.3,4.9,1.1,0.5,0.4,1.4,1.8,8
TOT,KyleSingler,SF,80,58,21.8,2.2,5.6,0.386,1.2,3,1,2.6,0.371,0.493,0.5,0.7,0.769,0.4,2,2.4,1.1,0.6,0.3,0.7,1.9,6
DET,KyleSingler,SF,54,40,23.8,2.6,6.5,0.4,1.4,3.5,1.2,3,0.393,0.509,0.5,0.7,0.806,0.4,2.1,2.6,1.2,0.6,0.3,0.8,1.8,7.1
OKC,KyleSingler,SF,26,18,17.5,1.2,3.7,0.333,0.8,2.1,0.5,1.6,0.286,0.438,0.4,0.6,0.688,0.4,1.7,2.1,0.7,0.5,0.3,0.5,2.1,3.7
IND,DonaldSloan,PG,53,21,20.9,2.7,6.7,0.408,0.8,2.5,2,4.2,0.464,0.466,1.1,1.5,0.779,0.2,2.5,2.7,3.6,0.4,0,1.2,0.9,7.4
BOS,MarcusSmart,PG,67,38,27,2.6,7.1,0.367,1.4,4.1,1.3,3.1,0.41,0.462,1.2,1.9,0.646,0.9,2.4,3.3,3.1,1.5,0.3,1.3,2.6,7.8
DAL,GregSmith,PF,42,2,8.6,0.7,1.2,0.612,0,0,0.7,1.2,0.612,0.612,0.5,0.9,0.513,0.6,1.3,1.9,0.2,0.2,0.3,0.3,1.3,1.9
TOT,IshSmith,PG,55,14,15.1,2.6,6.7,0.39,0.3,1.1,2.3,5.6,0.407,0.414,0.6,1,0.596,0.3,1.5,1.8,3.3,0.7,0.1,1.4,0.9,6.1
OKC,IshSmith,PG,30,0,5.2,0.5,1.5,0.333,0,0.2,0.5,1.3,0.35,0.344,0.2,0.3,0.667,0.2,0.7,0.9,0.9,0.1,0,0.3,0.4,1.2
PHI,IshSmith,PG,25,14,27.1,5.1,12.9,0.398,0.7,2.2,4.4,10.7,0.416,0.424,1.1,1.9,0.583,0.4,2.5,2.9,6.1,1.3,0.2,2.8,1.5,12
TOT,J.R.Smith,SG,70,51,29.7,4.5,10.8,0.417,2.3,6.1,2.2,4.7,0.462,0.525,0.8,1,0.75,0.4,2.7,3.1,2.8,1.2,0.3,1.4,2.3,12.1
NYK,J.R.Smith,SG,24,6,25.8,4.2,10.5,0.402,1.3,3.8,2.9,6.7,0.429,0.466,1.1,1.6,0.692,0.2,2.3,2.4,3.4,0.8,0.2,1.9,1.8,10.9
CLE,J.R.Smith,SG,46,45,31.8,4.7,11,0.425,2.8,7.3,1.8,3.7,0.494,0.555,0.6,0.7,0.818,0.6,2.9,3.5,2.5,1.4,0.4,1.1,2.6,12.7
NYK,JasonSmith,C,82,31,21.8,3.1,7.2,0.434,0.2,0.5,3,6.7,0.44,0.447,1.5,1.9,0.83,1.2,2.8,4,1.7,0.4,0.5,1.3,2.5,8
TOT,JoshSmith,PF,83,35,27.7,5,11.9,0.419,0.9,2.7,4.1,9.1,0.451,0.456,1.5,3.1,0.498,1.8,4.6,6.4,3.3,1,1.4,2.5,2.7,12.4
DET,JoshSmith,PF,28,28,32,5.5,14,0.391,0.3,1.3,5.1,12.6,0.407,0.403,1.9,4,0.468,1.9,5.4,7.2,4.7,1.3,1.7,2.6,2.9,13.1
HOU,JoshSmith,PF,55,7,25.5,4.7,10.8,0.438,1.1,3.5,3.6,7.4,0.489,0.491,1.4,2.6,0.521,1.8,4.1,6,2.6,0.9,1.2,2.4,2.7,12
TOT,RussSmith,PG,12,0,5.4,0.7,2.1,0.32,0.2,0.9,0.5,1.2,0.429,0.36,1,1.1,0.923,0.1,0.4,0.5,0.7,0.3,0,1,1.1,2.5
NOP,RussSmith,PG,6,0,4.8,0.3,1.7,0.2,0.2,1,0.2,0.7,0.25,0.25,0,0,0,0,0.5,0.5,0.3,0,0,1.2,1,0.8
MEM,RussSmith,PG,6,0,6,1,2.5,0.4,0.2,0.8,0.8,1.7,0.5,0.433,2,2.2,0.923,0.2,0.3,0.5,1,0.5,0,0.8,1.2,4.2
CHI,TonySnell,SF,72,22,19.6,2.2,5.2,0.429,1,2.7,1.2,2.4,0.494,0.527,0.6,0.8,0.8,0.4,2,2.4,0.9,0.4,0.2,0.7,1.2,6
GSW,MarreeseSpeights,PF,76,9,15.9,4.2,8.5,0.492,0.1,0.2,4.1,8.3,0.498,0.496,2,2.3,0.843,1.4,2.8,4.3,0.9,0.3,0.4,1.1,2.5,10.4
SAS,TiagoSplitter,C,52,35,19.8,3.3,5.8,0.558,0,0,3.3,5.8,0.558,0.558,1.7,2.3,0.75,1.8,3.1,4.8,1.5,0.7,0.7,1.2,2,8.2
SAC,NikStauskas,SG,73,1,15.4,1.5,4.1,0.365,0.7,2,0.8,2,0.408,0.446,0.8,0.9,0.859,0.2,1.1,1.2,0.9,0.3,0.2,0.5,1.3,4.4
CHO,LanceStephenson,SG,61,25,25.8,3.4,9,0.376,0.3,1.7,3.1,7.3,0.425,0.393,1.1,1.8,0.627,0.6,3.9,4.5,3.9,0.6,0.1,2.1,2.2,8.2
TOR,GregStiemsma,C,17,0,3.9,0.4,0.5,0.75,0,0,0.4,0.5,0.75,0.75,0.1,0.2,0.5,0.5,0.4,0.9,0.2,0.1,0,0.4,0.9,0.8
SAC,DavidStockton,PG,3,0,11,0.7,2,0.333,0.3,0.7,0.3,1.3,0.25,0.417,1,2,0.5,0,0.7,0.7,3,0.7,0,1.3,0.3,2.7
MEM,JarnellStokes,PF,19,2,6.6,1.1,1.9,0.568,0,0,1.1,1.9,0.568,0.568,0.8,1.5,0.536,0.8,0.9,1.8,0.2,0.3,0.3,0.4,1.3,3
TOT,Amar'eStoudemire,PF,59,15,21.1,4.6,8.3,0.557,0,0.1,4.6,8.2,0.562,0.557,2.3,3.2,0.72,1.9,3.7,5.6,0.8,0.5,0.6,1.3,2.7,11.5
NYK,Amar'eStoudemire,PF,36,14,24,4.7,8.6,0.543,0,0.1,4.7,8.6,0.549,0.543,2.6,3.5,0.74,2.3,4.5,6.8,1,0.6,0.9,1.8,3.1,12
DAL,Amar'eStoudemire,PF,23,1,16.5,4.5,7.8,0.581,0,0,4.5,7.7,0.584,0.581,1.7,2.6,0.678,1.2,2.5,3.7,0.3,0.4,0.2,0.7,2.2,10.8
IND,RodneyStuckey,PG,71,36,26.4,4.7,10.6,0.44,0.8,2,3.9,8.6,0.452,0.477,2.5,3,0.819,0.5,3,3.5,3.1,0.8,0.1,1.7,1.8,12.6
BOS,JaredSullinger,PF,58,49,27,5.4,12.2,0.439,0.9,3.2,4.5,9,0.494,0.476,1.7,2.2,0.744,2.5,5.1,7.6,2.3,0.8,0.7,1.3,2.6,13.3
CHO,JefferyTaylor,SF,29,13,14.8,1.6,3.9,0.395,0.4,1.2,1.2,2.7,0.436,0.443,0.9,1.4,0.634,0.5,1.3,1.8,0.8,0.4,0,0.7,1.2,4.4
ATL,JeffTeague,PG,73,72,30.5,5.6,12.2,0.46,1,2.8,4.6,9.3,0.496,0.5,3.8,4.4,0.862,0.4,2.1,2.5,7,1.7,0.4,2.8,1.9,15.9
BRK,MirzaTeletovic,PF,40,4,22.3,3.1,8,0.382,1.6,4.8,1.5,3.2,0.476,0.48,0.8,1.2,0.717,0.7,4.2,4.9,1.2,0.4,0.4,1.3,1.9,8.5
OKC,SebastianTelfair,PG,16,1,20.4,2.9,7.8,0.368,1.1,3.8,1.8,4.1,0.431,0.44,1.5,2.1,0.706,0.1,1.8,1.9,2.8,0.6,0,1.1,1.8,8.4
WAS,GarrettTemple,SG,52,18,14.1,1.3,3.3,0.4,0.6,1.7,0.7,1.6,0.427,0.497,0.7,0.9,0.729,0.5,1.3,1.7,1.1,0.8,0.2,0.7,1.5,3.9
